lr,gamma,scores,avg_scores
0.0001,0.99,29.65520565234121,40.56792917743641
0.0001,0.99,4.771804180007479,40.53604330129608
0.0001,0.99,-61.20539013631391,40.11097404437153
0.0001,0.99,-24.4893252262751,39.855113383441726
0.0001,0.99,29.137590694400927,38.903936216573804
0.0001,0.99,-41.84348115584693,36.410062228937356
0.0001,0.99,9.07432900725469,36.54491218713787
0.0001,0.99,138.84423184578944,37.45675942407127
0.0001,0.99,-21.745509306872435,35.85936609723195
0.0001,0.99,-25.26712077099762,35.53251992858833
0.0001,0.99,125.80716981150792,37.33222457545824
0.0001,0.99,110.44729004652461,38.4243774356955
0.0001,0.99,142.68620208766416,39.61120402245837
0.0001,0.99,22.31853626292063,38.47705084988881
0.0001,0.99,157.78529261555957,38.68815657829026
0.0001,0.99,-31.806877148961235,38.14680308134743
0.0001,0.99,46.126621532458984,40.72522499611701
0.0001,0.99,-57.01195509730083,39.52246875493695
0.0001,0.99,138.03215494680197,39.311151542952274
0.0001,0.99,144.16444868991934,40.44462790648906
0.0001,0.99,-16.856069446029522,40.46976146451025
0.0001,0.99,18.015383967658764,40.09704032422782
0.0001,0.99,-126.64059677993446,38.48790755598531
0.0001,0.99,160.26926627187942,38.559152587013756
0.0001,0.99,166.84337279508398,38.87943196832168
0.0001,0.99,114.91546346931102,40.040209018197615
0.0001,0.99,31.318254187132084,38.65662903591933
0.0001,0.99,123.23130460437935,40.07918768153028
0.0001,0.99,31.52021662423037,40.659409059952566
0.0001,0.99,-6.148130152510916,40.938447203503884
0.0001,0.99,-16.618349733343294,40.62270943945713
0.0001,0.99,-19.644703121576427,40.610636907642885
0.0001,0.99,127.86450947919704,40.24754913698061
0.0001,0.99,-5.695824110509818,38.54630759184582
0.0001,0.99,20.080143934789376,38.390741697585575
0.0001,0.99,128.38717691366674,39.99804066179021
0.0001,0.99,148.0289008322022,40.714982217853674
0.0001,0.99,116.1619581354561,41.45467476158524
0.0001,0.99,-112.32871057526145,40.28291411518617
0.0001,0.99,-30.795707560887536,39.20437243333764
0.0001,0.99,137.94661362007065,39.155723679627734
0.0001,0.99,-20.08496661522433,37.42920683298794
0.0001,0.99,122.54919700736869,37.320904287774994
0.0001,0.99,-16.918790804356803,36.05890980671856
0.0001,0.99,-54.63059946625491,34.46649692029893
0.0001,0.99,90.8590706430831,35.425519619538456
0.0001,0.99,151.4122976589994,35.82218702323988
0.0001,0.99,115.18152314705942,35.402926938381995
0.0001,0.99,10.7944702907959,33.7790304054751
0.0001,0.99,-7.734085254933177,33.837217434795704
0.0001,0.99,161.6939545060459,34.417122514526724
0.0001,0.99,78.02360994857254,36.91834496223828
0.0001,0.99,144.94998208715646,39.891840103616055
0.0001,0.99,171.91076935002056,42.18302521164527
0.0001,0.99,41.113944703506775,42.38474671171534
0.0001,0.99,117.99296958254843,43.42420638589484
0.0001,0.99,-15.716360755013625,43.69518337359978
0.0001,0.99,18.8272473629537,44.25594562116744
0.0001,0.99,28.561590244951816,43.357157982476316
0.0001,0.99,-61.91691668243475,44.05941189913876
0.0001,0.99,37.41101936005683,44.7087154899066
0.0001,0.99,122.61924856666015,45.51175615905066
0.0001,0.99,-9.69187409149339,44.35049466249496
0.0001,0.99,128.45722088168554,45.67454640382621
0.0001,0.99,16.66504561283932,44.394044614374444
0.0001,0.99,37.7162105757113,44.75351131580925
0.0001,0.99,12.472954537297541,43.4620079415576
0.0001,0.99,124.75959018506325,46.83006835087127
0.0001,0.99,41.21239721734193,45.58944272598315
0.0001,0.99,-5.147972024871137,45.88168839937375
0.0001,0.99,-22.201172699758473,44.11656056085752
0.0001,0.99,152.49635544694783,45.33569894967898
0.0001,0.99,-228.18463687461002,42.88906127571434
0.0001,0.99,140.21922294535457,43.07099734027272
0.0001,0.99,113.97737300695108,42.750115884990436
0.0001,0.99,120.45444753218013,44.05157375167173
0.0001,0.99,165.28757317912735,45.6500280191337
0.0001,0.99,1.3642305628704605,45.726093787729106
0.0001,0.99,86.62200525566999,46.55849327392612
0.0001,0.99,95.46041834125177,47.26272481769476
0.0001,0.99,-108.03077452309694,46.08322241661151
0.0001,0.99,-17.2213520737767,44.89141455292117
0.0001,0.99,46.16381506693278,45.52662710539861
0.0001,0.99,113.63082020418838,45.05818460642058
0.0001,0.99,-19.258645348194662,43.82159030628583
0.0001,0.99,-8.161803384916837,42.572832146787704
0.0001,0.99,145.4842569919748,44.041397260919155
0.0001,0.99,15.03391605636844,42.44265490993848
0.0001,0.99,-31.06129412407418,42.01969163386476
0.0001,0.99,139.24718622067627,43.66400813833973
0.0001,0.99,73.29582428743707,46.68464428276436
0.0001,0.99,-6.200108328443051,46.94584613388202
0.0001,0.99,144.79189774379716,47.48710190930476
0.0001,0.99,-24.69781297052998,45.955652251564096
0.0001,0.99,18.51973188912224,46.18477082860832
0.0001,0.99,-3.1024131567884723,46.32687735840564
0.0001,0.99,31.883740028146406,45.39427395088503
0.0001,0.99,0.2835817063267285,45.470404794242484
0.0001,0.99,111.22449880217758,46.26342139201733
0.0001,0.99,-4.871637494338913,46.511276839496965
0.0001,0.99,258.58252568159253,48.80055003978948
0.0001,0.99,106.27254840764482,49.81555748206584
0.0001,0.99,21.698046954255204,50.64459185297154
0.0001,0.99,104.25129415542801,51.93199804678856
0.0001,0.99,101.0026369327748,52.650648509172306
0.0001,0.99,22.54881436370958,53.29457146436787
0.0001,0.99,-5.225419579481198,53.15157397850051
0.0001,0.99,-44.22675556387597,51.32086410440386
0.0001,0.99,133.81583193135387,52.87647751678612
0.0001,0.99,113.88275973742796,54.267976321870385
0.0001,0.99,41.392237501736915,53.42382699877268
0.0001,0.99,-15.434528002896599,52.165008818278466
0.0001,0.99,-25.176124838300126,50.48638554901882
0.0001,0.99,24.612720396160086,50.50932739035122
0.0001,0.99,174.65683988284354,50.678042863024054
0.0001,0.99,248.78860631537026,53.483997697667355
0.0001,0.99,50.0713808262482,53.52344529060526
0.0001,0.99,-18.762390416896494,53.905940937409284
0.0001,0.99,149.6411439350866,54.022030827292134
0.0001,0.99,102.632977107505,53.606716111467996
0.0001,0.99,69.2469839667994,54.46774664559628
0.0001,0.99,134.89732128203374,55.63656601874004
0.0001,0.99,44.334971919771135,57.3463217057371
0.0001,0.99,19.641809802573178,55.94004714104403
0.0001,0.99,150.81856330474707,55.77979904614066
0.0001,0.99,18.6649830246008,54.81729424169356
0.0001,0.99,49.84095234144335,55.00252122323667
0.0001,0.99,32.82919044926942,54.09850008168557
0.0001,0.99,96.34110759133826,54.74670899135665
0.0001,0.99,-33.010643812043,54.47808385476132
0.0001,0.99,31.16627153880316,54.9559300674828
0.0001,0.99,132.12767091548866,56.473653807853445
0.0001,0.99,43.64205605510824,55.631429273612554
0.0001,0.99,-28.500295133277888,55.40338456338487
0.0001,0.99,-19.295139287049594,55.00963173116648
0.0001,0.99,164.60085287932853,55.37176849082309
0.0001,0.99,105.34440218231134,54.94492350432419
0.0001,0.99,-202.97222048316587,51.75358171813797
0.0001,0.99,139.730859105821,54.2741774149488
0.0001,0.99,106.26582589963456,55.644792749554014
0.0001,0.99,-55.31861723617071,53.7121404409916
0.0001,0.99,139.10098918758754,55.30399999901972
0.0001,0.99,-14.445722692161652,53.93405080202442
0.0001,0.99,106.02611459805013,55.163499856048496
0.0001,0.99,-17.848054396481146,55.53132530674624
0.0001,0.99,149.49424229267282,56.11767702324212
0.0001,0.99,108.024817025877,55.6838022169109
0.0001,0.99,21.133264440464558,54.743319629844954
0.0001,0.99,195.2280090086376,56.58765501702337
0.0001,0.99,177.2257696915022,58.437253566487726
0.0001,0.99,186.5562534145329,58.6858765555726
0.0001,0.99,147.0224929388196,59.37586538547507
0.0001,0.99,19.780764039635557,58.12417320499986
0.0001,0.99,137.07912513816078,57.77585676288127
0.0001,0.99,-15.558160844488668,57.2091357074013
0.0001,0.99,28.121020906770013,56.31041622064353
0.0001,0.99,239.13045987173766,58.85888442691103
0.0001,0.99,37.18271413947289,59.04243909467624
0.0001,0.99,82.57798964653288,59.582603088692046
0.0001,0.99,72.43633481479493,60.92613560366435
0.0001,0.99,149.3385240365231,62.045410650429005
0.0001,0.99,-115.41402726948073,59.66507789206759
0.0001,0.99,24.90805549163511,60.01107718789889
0.0001,0.99,87.39273475353752,59.6004323266174
0.0001,0.99,-18.946240740013266,59.24431946308887
0.0001,0.99,38.44992025573575,59.251656559889106
0.0001,0.99,69.5538522593397,59.82246553710953
0.0001,0.99,102.17697822883407,59.59663941754724
0.0001,0.99,-121.96155363596525,57.964899909014164
0.0001,0.99,155.82853411853966,59.57466497044828
0.0001,0.99,155.19783636846503,61.3486550611305
0.0001,0.99,-2.062654537481876,59.80306496128622
0.0001,0.99,114.34879947154852,63.228399324747805
0.0001,0.99,165.49004121972266,63.48110750749149
0.0001,0.99,41.2699400596849,62.75403317801883
0.0001,0.99,-0.3609137997819971,61.545879564699206
0.0001,0.99,18.864899769557326,60.081652830603495
0.0001,0.99,37.92407531090058,60.4472512780838
0.0001,0.99,-29.657524449660727,59.2844559810305
0.0001,0.99,121.27948375662123,59.54264663518419
0.0001,0.99,129.16286951518842,61.91458307556705
0.0001,0.99,125.23279726979226,63.339124569002735
0.0001,0.99,136.36825066324405,64.24116892496585
0.0001,0.99,28.52832064456979,63.39014392936965
0.0001,0.99,127.78597985691137,64.86059018142072
0.0001,0.99,33.575252327060895,65.2779607385405
0.0001,0.99,-229.8848641104801,61.524269527515955
0.0001,0.99,121.33126260931864,62.58724299304545
0.0001,0.99,-3.9586717338824258,62.85826921694736
0.0001,0.99,51.318025896338014,61.97897761370398
0.0001,0.99,-214.75959900516364,59.09842338077799
0.0001,0.99,25.501648431793484,59.41544094838036
0.0001,0.99,137.01939173233126,59.337715888265684
0.0001,0.99,124.41643589209913,60.828858376891986
0.0001,0.99,-4.580064012294002,60.59786041787782
0.0001,0.99,1.380522590086656,60.64268977534656
0.0001,0.99,33.763409640889435,60.66148647147398
0.0001,0.99,128.30688382584233,61.941719492669144
0.0001,0.99,-50.120604444112786,60.328268460206246
0.0001,0.99,35.68810303036898,60.73386586545334
0.0001,0.99,10.605866030359664,58.25409926894101
0.0001,0.99,0.41291582444873143,57.19550294310905
0.0001,0.99,140.17538439351887,58.380276317501675
0.0001,0.99,42.795675628675696,57.765720132234144
0.0001,0.99,13.469058035706553,56.89038434326347
0.0001,0.99,-30.43702843894279,56.36052591523694
0.0001,0.99,-36.97288264093457,56.04305128462242
0.0001,0.99,6.953721037371338,56.55485605063488
0.0001,0.99,-87.08043356129562,54.3458933957084
0.0001,0.99,70.21647081034405,53.909230506437545
0.0001,0.99,185.0939618973235,55.34624775039342
0.0001,0.99,-22.256499525582797,55.27802803516654
0.0001,0.99,105.52370084740714,56.58502629202362
0.0001,0.99,-16.98751182657142,56.16902396979631
0.0001,0.99,142.52319144181752,55.84768748538604
0.0001,0.99,-53.932870709394365,52.820472715138386
0.0001,0.99,-57.78985086931206,51.74186039818279
0.0001,0.99,129.71104647594152,53.22659476711117
0.0001,0.99,17.048440034477807,51.900667728105084
0.0001,0.99,134.92066716162105,52.22354462864625
0.0001,0.99,40.00882612537765,51.931163050232044
0.0001,0.99,12.330124594191147,50.70549108335362
0.0001,0.99,151.5719159553593,51.777860523709485
0.0001,0.99,-30.170537435711324,51.27973705132665
0.0001,0.99,130.67230274363408,51.078274445715515
0.0001,0.99,-3.409516675618775,50.85752944871332
0.0001,0.99,3.7045120509085336,50.39616504580797
0.0001,0.99,150.87199217548437,51.57659306307012
0.0001,0.99,37.83593925498269,50.99154137970657
0.0001,0.99,158.4225769855511,52.90587358768251
0.0001,0.99,-31.601660896413975,52.27819426333034
0.0001,0.99,27.011291113585955,51.227030465311316
0.0001,0.99,-15.184073020773468,50.6387691745525
0.0001,0.99,-221.53249296258667,48.70844719625941
0.0001,0.99,-13.33726773926577,48.76802591173725
0.0001,0.99,17.988848576314183,47.30190586870711
0.0001,0.99,-156.15980803279285,44.68686376655605
0.0001,0.99,118.14203900129021,47.89800636140061
0.0001,0.99,-9.991498378144072,46.40078278656097
0.0001,0.99,35.39038564436308,45.69202838400825
0.0001,0.99,12.150592970142782,46.36672048607139
0.0001,0.99,27.453276072892976,45.250243354924436
0.0001,0.99,21.795166755802384,45.61265224940408
0.0001,0.99,-31.13468315392268,44.24104427188435
0.0001,0.99,42.9920048056907,44.84944486390607
0.0001,0.99,35.86755303465873,43.71317797132594
0.0001,0.99,33.58927160855552,42.968822517152724
0.0001,0.99,9.489688010212049,42.8523867528502
0.0001,0.99,125.42280032053996,42.15433466596921
0.0001,0.99,10.928437269922384,40.49136134175341
0.0001,0.99,140.56414989690353,40.031440306577124
0.0001,0.99,-43.782031232439124,38.12339506486453
0.0001,0.99,19.938595410871486,38.1249733785769
0.0001,0.99,-10.521694948024525,36.64896517771504
0.0001,0.99,29.82216572651126,37.10276844342504
0.0001,0.99,6.688389773143939,36.888442132088784
0.0001,0.99,100.46667929763578,35.50180432634777
0.0001,0.99,-142.92029507079647,33.700774234245074
0.0001,0.99,-77.08142194973075,32.104180118282436
0.0001,0.99,102.16915336875553,32.40150830382204
0.0001,0.99,-187.0622656139858,29.03750040731695
0.0001,0.99,-28.12723036400365,29.910368376371725
0.0001,0.99,135.41303348505969,31.01541815630597
0.0001,0.99,-11.910656698878896,30.0223842417818
0.0001,0.99,-121.24719792771027,28.99937466990483
0.0001,0.99,76.1674824013001,29.376550291360477
0.0001,0.99,16.60045082488638,28.847016277015946
0.0001,0.99,47.68485248536891,28.302095019581294
0.0001,0.99,134.69599216666967,30.868670477607647
0.0001,0.99,-13.272129582728383,29.17766384059497
0.0001,0.99,144.78829196559428,29.073568396566262
0.0001,0.99,135.4124258715565,30.448319200656638
0.0001,0.99,75.49289997029705,30.059760205644125
0.0001,0.99,129.00865865147378,29.694946379961635
0.0001,0.99,23.86471452075257,29.520894124572308
0.0001,0.99,-3.191612340441125,29.492587139165718
0.0001,0.99,141.9494879762078,30.72343302123222
0.0001,0.99,-36.45581259912393,29.97963414213197
0.0001,0.99,-2.295342634287607,30.25325596028571
0.0001,0.99,142.70757455383625,30.467536868257856
0.0001,0.99,140.23991981492046,30.578307371255182
0.0001,0.99,33.18210677151981,29.657800466272462
0.0001,0.99,106.80501024987,29.36216806213872
0.0001,0.99,163.28522879751017,30.709737143668118
0.0001,0.99,85.09981709661275,30.282875516065136
0.0001,0.99,106.00333522746467,31.00715634506917
0.0001,0.99,116.08233464801957,34.46682833265416
0.0001,0.99,63.90706421949955,33.89258634875598
0.0001,0.99,114.31865075937785,35.07535957368858
0.0001,0.99,119.16063646902262,35.75378567941542
0.0001,0.99,154.53856525064478,39.44676732197351
0.0001,0.99,153.62184635694507,40.72796930122502
0.0001,0.99,95.76859311283633,40.31546131503007
0.0001,0.99,34.12136633940429,39.412510619503124
0.0001,0.99,152.42861031730607,40.98259736279911
0.0001,0.99,7.743229161904978,41.046224428517306
0.0001,0.99,259.67484404718977,43.30533877258031
0.0001,0.99,155.44521721062455,43.576722106428136
0.0001,0.99,-144.06688306323207,42.63725932023694
0.0001,0.99,20.053660820529302,42.48091489813855
0.0001,0.99,97.61857458555562,43.3510419836905
0.0001,0.99,32.0518025136995,43.66743085058302
0.0001,0.99,-11.707448859956244,42.148602518048264
0.0001,0.99,10.049175445977056,41.82113751622128
0.0001,0.99,-21.654670438039005,41.46990023148383
0.0001,0.99,143.69831896773326,43.21125370555057
0.0001,0.99,110.4205699486271,44.6851882314462
0.0001,0.99,-231.78626578718448,42.297788363200645
0.0001,0.99,-68.10681080071288,42.48752459080646
0.0001,0.99,-4.711569417847059,41.73824418852455
0.0001,0.99,116.76071066886485,41.054911676239975
0.0001,0.99,144.11691688433098,42.718645840339114
0.0001,0.99,88.57929699107314,42.54920180177577
0.0001,0.99,-41.583658714472804,42.303240332896756
0.0001,0.99,69.92555187423456,41.57726393722092
0.0001,0.99,18.162316580128348,42.298215810116155
0.0001,0.99,-41.41286817013109,42.461985637107965
0.0001,0.99,179.65701702007183,42.96144534254927
0.0001,0.99,102.04092767741882,43.81137021897868
0.0001,0.99,162.5745659740508,44.087909207102975
0.0001,0.99,-0.37009579061943043,43.684119987943006
0.0001,0.99,147.13718399273824,45.03219058192846
0.0001,0.99,-193.13441344570288,41.58512728791784
0.0001,0.99,142.136081701477,43.30819347928973
0.0001,0.99,-34.5641000084255,41.65582945176913
0.0001,0.99,26.486491969125026,41.95478953821658
0.0001,0.99,0.07745570691730386,41.918518974776674
0.0001,0.99,-16.368289376618932,40.24611615925563
0.0001,0.99,-23.713933412223113,39.63061743258357
0.0001,0.99,143.58951054819158,39.48228676820997
0.0001,0.99,-15.37388157326889,39.64456456144143
0.0001,0.99,155.26320967526976,40.92708374705827
0.0001,0.99,60.29255734098503,41.68185005067585
0.0001,0.99,43.50702780011926,44.33224525830291
0.0001,0.99,-116.19681301037039,43.30364980559186
0.0001,0.99,139.98502169543593,44.52361153678308
0.0001,0.99,52.77899474025577,46.61299956451357
0.0001,0.99,6.947733762010607,45.501056512120776
0.0001,0.99,-39.17092841645464,45.209262211737666
0.0001,0.99,-168.7883968085547,43.1674743872085
0.0001,0.99,40.85440564680957,43.45451251397517
0.0001,0.99,118.62613385731352,44.36624109181937
0.0001,0.99,79.38107899374808,44.94210021419882
0.0001,0.99,138.7645283855608,46.64109232959365
0.0001,0.99,156.00974636042753,47.77126974514102
0.0001,0.99,-14.82527341687576,47.26434148062568
0.0001,0.99,138.5899447911286,48.314348212451414
0.0001,0.99,103.42533695106297,49.253704701859924
0.0001,0.99,104.1754462143827,49.041231160798354
0.0001,0.99,28.40326344364007,49.21597942253552
0.0001,0.99,142.67353313631568,49.23707325492965
0.0001,0.99,131.56129858715423,50.99050655312556
0.0001,0.99,193.2919795664468,52.724040394681325
0.0001,0.99,38.64147227625665,53.215672066924135
0.0001,0.99,-20.01512784162186,52.7172991312428
0.0001,0.99,47.827882774579564,53.128694061257164
0.0001,0.99,-1.9130460613988163,52.10489680766682
0.0001,0.99,18.232219104901844,53.716421949423804
0.0001,0.99,158.63594997187423,56.07359566863985
0.0001,0.99,149.29309626328032,56.54483509758509
0.0001,0.99,161.2076836704118,60.02753459042908
0.0001,0.99,-40.46310399048161,59.904175854164286
0.0001,0.99,4.069973612640609,58.5907452554401
0.0001,0.99,-160.07012302051226,57.10915059222377
0.0001,0.99,-103.14148581440332,57.29020771335684
0.0001,0.99,127.25284008484381,57.80106129019227
0.0001,0.99,179.16369802368996,59.426693762180314
0.0001,0.99,83.91517189109628,59.78899695623758
0.0001,0.99,-9.39649724801717,58.348072062090715
0.0001,0.99,126.03983150092793,59.74119167292728
0.0001,0.99,90.299028617115,59.19629903944249
0.0001,0.99,57.778343026565494,58.41995821099258
0.0001,0.99,-67.71150425614104,56.9879141687282
0.0001,0.99,124.04331889847529,56.93826077119822
0.0001,0.99,147.36336805562257,58.17324730654692
0.0001,0.99,123.32963154947765,59.43845974544609
0.0001,0.99,23.306546201327123,58.252030327697305
0.0001,0.99,123.90733260882871,59.85566177977682
0.0001,0.99,9.747246283007144,59.97608766894977
0.0001,0.99,75.871815066667,59.30773007407808
0.0001,0.99,165.73960165760843,59.56272689250497
0.0001,0.99,-53.76773466809742,58.69322847810879
0.0001,0.99,-34.50869066950902,57.280091468914996
0.0001,0.99,-20.42399435701192,55.442999237369776
0.0001,0.99,13.7599466034454,54.7296005324381
0.0001,0.99,16.063950082459854,53.830206680988056
0.0001,0.99,49.07190117125947,53.16010234622045
0.0001,0.99,24.588946063242787,52.76692116465787
0.0001,0.99,-18.92740819354256,51.434460575128675
0.0001,0.99,118.40722559558327,51.42692646639428
0.0001,0.99,77.68351612413466,50.658375975129175
0.0001,0.99,131.0829046464475,50.432986558024204
0.0001,0.99,13.436032079770001,49.609660947693534
0.0001,0.99,139.95956569493114,50.66804294124881
0.0001,0.99,122.06938856174791,50.364450723693224
0.0001,0.99,15.105583027276083,50.438074262346944
0.0001,0.99,12.401812396545296,47.965343945840495
0.0001,0.99,159.0478773905961,48.00137054764022
0.0001,0.99,104.47657352562956,50.48680511352884
0.0001,0.99,260.91193231862513,52.89538782850979
0.0001,0.99,-109.47018889619919,50.824500193692245
0.0001,0.99,9.487086409100442,50.598853032646254
0.0001,0.99,28.99768204696548,51.00590434171548
0.0001,0.99,-18.22799560471391,50.723132631208564
0.0001,0.99,105.54881953289484,51.99516753091789
0.0001,0.99,109.15941751669799,51.64977851640753
0.0001,0.99,125.78145309946507,51.803387347915915
0.0001,0.99,49.00739768039966,54.611323982591756
0.0001,0.99,37.61535260721931,55.66854561667109
0.0001,0.99,10.427144759057668,55.81993275844012
0.0001,0.99,221.67751516356674,56.86910080338715
0.0001,0.99,60.179656571008074,56.02972820025392
0.0001,0.99,134.49947871842022,56.488930017527395
0.0001,0.99,22.184516750094986,57.126611772173085
0.0001,0.99,52.75394612543187,56.954895714685044
0.0001,0.99,3.2961864546602584,56.806234413430374
0.0001,0.99,-71.07322683554348,56.509630826776245
0.0001,0.99,124.15718874051541,55.954632543980686
0.0001,0.99,143.74079418462642,56.37163120905276
0.0001,0.99,14.559099090584198,54.89147654021809
0.0001,0.99,148.74083493446926,56.38258584746898
0.0001,0.99,131.52415763217556,56.226455583863356
0.0001,0.99,-16.636830876822728,57.99143140955215
0.0001,0.99,142.40222203955943,57.994092812932976
0.0001,0.99,160.8814859592585,59.94854867260981
0.0001,0.99,-12.305920586760266,59.560624547050956
0.0001,0.99,-19.92408620802722,59.360609127901505
0.0001,0.99,141.0415976668005,60.93470799833571
0.0001,0.99,89.84388125443078,62.07028614500226
0.0001,0.99,127.84649971987288,61.912856036719056
0.0001,0.99,104.19099767067671,63.10850482915851
0.0001,0.99,132.3957108502014,62.879829840907824
0.0001,0.99,103.13026958071009,63.308206963305075
0.0001,0.99,-9.716411102535162,62.77597257427853
0.0001,0.99,31.04972232007293,64.24843792758297
0.0001,0.99,261.43901118304075,65.46297782245901
0.0001,0.99,22.9533487203484,65.16472136225994
0.0001,0.99,148.03298521843024,66.57557387682412
0.0001,0.99,-10.141137920514268,66.86587178178354
0.0001,0.99,38.627817104308804,68.94003392091217
0.0001,0.99,150.9036500736241,70.04052636518031
0.0001,0.99,-74.07817433542064,68.11348328325296
0.0001,0.99,15.14757705317301,67.47114826384723
0.0001,0.99,136.46724827655703,67.4481754627572
0.0001,0.99,121.75828501488587,67.10566084930177
0.0001,0.99,269.61647303257064,69.95007831379625
0.0001,0.99,155.7900837861638,70.12207970374659
0.0001,0.99,112.56415360413942,70.21346787027737
0.0001,0.99,125.98544324216735,70.4315678405552
0.0001,0.99,96.03968317869356,71.10793203790574
0.0001,0.99,255.53675486644323,72.23656425520703
0.0001,0.99,266.70571674170003,73.58800843675249
0.0001,0.99,134.90197501978847,73.0041083912859
0.0001,0.99,19.917614754873,72.81686981607207
0.0001,0.99,-8.947027598613488,72.92755081850216
0.0001,0.99,1.3001722322172213,72.46227371307853
0.0001,0.99,22.359175536522926,72.70499592905774
0.0001,0.99,-23.19403824304979,72.29073335557823
0.0001,0.99,88.30076101408969,71.58738146600038
0.0001,0.99,246.02086100125314,72.55465911338011
0.0001,0.99,165.9912370231859,72.60249464690784
0.0001,0.99,114.39024292044427,74.1510281160171
0.0001,0.99,48.27267056840881,74.59305508557479
0.0001,0.99,-23.851199276134082,75.95524432301858
0.0001,0.99,134.25744895169396,78.32923367067953
0.0001,0.99,240.97079795956023,79.4664132494267
0.0001,0.99,222.74130121955452,79.90218928138535
0.0001,0.99,105.59039855552662,80.11894154802967
0.0001,0.99,-15.947144766195322,80.05343507284788
0.0001,0.99,139.78971168715225,80.19093387471011
0.0001,0.99,202.79318729543388,81.3158754614933
0.0001,0.99,-18.597953326189455,80.55211249796575
0.0001,0.99,136.8494535153825,82.59772207568098
0.0001,0.99,135.53838094016257,82.71267269609785
0.0001,0.99,160.85051003696128,82.84754411591125
0.0001,0.99,95.68001328937481,82.5710479333102
0.0001,0.99,-9.145079467445456,82.24653167662247
0.0001,0.99,2.8938754704867193,81.03639710523906
0.0001,0.99,123.46918465910072,82.173616489
0.0001,0.99,247.28720596892583,83.88777039802258
0.0001,0.99,150.35331547744775,83.733907536221
0.0001,0.99,140.80694797007428,85.6796543626027
0.0001,0.99,57.20648828347083,86.5968061521325
0.0001,0.99,158.46157429892207,88.38566183869185
0.0001,0.99,-132.7268826916372,86.92079354574102
0.0001,0.99,104.58280008302475,87.80598204574666
0.0001,0.99,167.26235070656193,88.98788654109968
0.0001,0.99,174.2201840468067,90.48419892093533
0.0001,0.99,145.20652927944894,92.12553829566522
0.0001,0.99,83.6619039892428,91.77808507960184
0.0001,0.99,153.71148439978376,92.53836476235833
0.0001,0.99,117.44725368040086,92.40200825269787
0.0001,0.99,28.16550056312309,92.54930293753141
0.0001,0.99,-16.60825639164311,90.98362471666567
0.0001,0.99,169.065274407255,91.45358357512073
0.0001,0.99,24.031630268189247,91.54284404752987
0.0001,0.99,148.79229181258572,92.90674884169027
0.0001,0.99,179.97559794260505,93.11602604721037
0.0001,0.99,44.422041988555854,92.5154807318396
0.0001,0.99,41.618027485389405,90.32254168350724
0.0001,0.99,-28.761685209413272,91.12962672037511
0.0001,0.99,9.007555457459489,91.12483141085869
0.0001,0.99,258.7299044958746,93.42215363534778
0.0001,0.99,4.70363334761295,93.6514699248711
0.0001,0.99,148.99837933765872,94.08596552291873
0.0001,0.99,264.83912725013755,95.64276262025311
0.0001,0.99,164.90032075161744,96.03395129677463
0.0001,0.99,168.60678208750713,97.2299451408457
0.0001,0.99,-33.66623603149273,96.51712925445858
0.0001,0.99,156.22092493202965,97.9750670561883
0.0001,0.99,-8.314340614426968,95.67514849840836
0.0001,0.99,140.28752200788736,96.47622715277716
0.0001,0.99,38.877698611358824,95.52000935170656
0.0001,0.99,34.43172209919402,95.64248140519753
0.0001,0.99,68.44546798549173,95.79939662379813
0.0001,0.99,10.527705197049954,95.87171181122201
0.0001,0.99,84.82559691643115,97.43070004874177
0.0001,0.99,150.18868809521484,97.69101504228877
0.0001,0.99,97.0943504962417,97.22455060540491
0.0001,0.99,44.86398507685155,97.5275994652676
0.0001,0.99,146.54421589136257,97.50563327483653
0.0001,0.99,177.67657739106173,97.96715747242538
0.0001,0.99,99.05147526736134,99.12404053386722
0.0001,0.99,145.44436991412167,99.15446201261284
0.0001,0.99,-13.4768446793787,97.41087870622646
0.0001,0.99,155.98762369181983,99.09381414901227
0.0001,0.99,48.019142150934556,99.7732464326019
0.0001,0.99,128.65417714453588,99.64937222737925
0.0001,0.99,-51.72831419709286,98.233650272864
0.0001,0.99,118.4143080520183,98.13932835618549
0.0001,0.99,132.72641527918725,98.42468253227057
0.0001,0.99,87.21805512272077,97.97290597499577
0.0001,0.99,-33.549293077835046,96.60611034841033
0.0001,0.99,-177.63827045016123,94.92689175493406
0.0001,0.99,132.39832583963886,95.94037779012972
0.0001,0.99,148.5402707822567,94.81139038612186
0.0001,0.99,-21.422140570929187,94.36763549320908
0.0001,0.99,164.9167253651318,94.53647289467612
0.0001,0.99,284.6829044061991,97.48471331794326
0.0001,0.99,120.5831951489866,98.30426709839004
0.0001,0.99,16.54395007568874,96.9606700984107
0.0001,0.99,228.08852740582685,99.98233711582317
0.0001,0.99,113.99567347441462,100.97081808003557
0.0001,0.99,153.97205314572545,101.14586612872726
0.0001,0.99,156.26252659260138,101.49090854450442
0.0001,0.99,15.315174577281113,98.9478955599515
0.0001,0.99,-4.476232155565825,97.3452324005342
0.0001,0.99,118.93340681557783,97.40892493264859
0.0001,0.99,24.943228401335006,96.39850278424026
0.0001,0.99,30.67742345262627,95.74488018697959
0.0001,0.99,11.567664064877818,93.30518927896395
0.0001,0.99,119.0173811063404,91.82830592261033
0.0001,0.99,-29.34145204599548,90.1858716519525
